query_type,true_person,query_image,pred_person,best_person,similarity,threshold,decision,correct,query_face_count,query_det_score,enroll_image
unknown,陌生人18,/home/cx/unknown-eval-20260907/陌生人18/6e3950ff8470a0b50a1ccb238c80a71e.jpg,,cx,0.226569,0.500000,unknown_person,true,1,0.7832,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx2.jpg
unknown,陌生人18,/home/cx/unknown-eval-20260907/陌生人18/9b1cdc785a0fb9cb8f9f5ee2ac97a26d.jpg,,cx,0.277459,0.500000,unknown_person,true,1,0.8666,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx1.jpg
unknown,陌生人18,/home/cx/unknown-eval-20260907/陌生人18/a571bf04fb1a6ece37cbf79e31479cea.jpg,,cx,0.229557,0.500000,unknown_person,true,1,0.8978,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx3.jpg
unknown,陌生人18,/home/cx/unknown-eval-20260907/陌生人18/ac64d54a270f24c1ad4d463ed8803910.jpg,,cx,0.229394,0.500000,unknown_person,true,1,0.8493,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx3.jpg
unknown,陌生人18,/home/cx/unknown-eval-20260907/陌生人18/ecb35fbc8af8d3f9d4be93f03df43784.jpg,,cx,0.206219,0.500000,unknown_person,true,1,0.7871,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx2.jpg
unknown,陌生人18,/home/cx/unknown-eval-20260907/陌生人18/fcfb2b0ff2eca0335868f8c79ba562ab.jpg,,cx,0.259286,0.500000,unknown_person,true,1,0.8029,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx3.jpg
unknown,陌生人19,/home/cx/unknown-eval-20260907/陌生人19/529ef8f51e76e9e163964f6188684d7c.jpg,,yzh,0.163950,0.500000,unknown_person,true,1,0.8046,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh1.jpg
unknown,陌生人19,/home/cx/unknown-eval-20260907/陌生人19/93253335a931fb14867ff02a81ffcdf6.jpg,,,,0.500000,multiple_faces,false,2,,
unknown,陌生人19,/home/cx/unknown-eval-20260907/陌生人19/c007c79590b966ffa036d6785c9208a0.jpg,,yzh,0.176503,0.500000,unknown_person,true,1,0.8037,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh1.jpg
unknown,陌生人19,/home/cx/unknown-eval-20260907/陌生人19/d19b66f94836a075b00d44acfe7c24c5.jpg,,xzh,0.216720,0.500000,unknown_person,true,1,0.8329,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh11.jpg
unknown,陌生人19,/home/cx/unknown-eval-20260907/陌生人19/e9fd0f07f003aab3f7aec3d269546983.jpg,,yzh,0.179617,0.500000,unknown_person,true,1,0.8383,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh1.jpg
unknown,陌生人19,/home/cx/unknown-eval-20260907/陌生人19/fb83b2de4c9e5ec5a527c4d4495ccdea.jpg,,,,0.500000,multiple_faces,false,2,,
unknown,陌生人2,/home/cx/unknown-eval-20260907/陌生人2/0d6d43b66ae197f1d65c80f060097014.jpg,,hb,0.218348,0.500000,unknown_person,true,1,0.7904,/home/cx/face_recognition_baseline/data/face_test_by_person/hb/hb3.jpg
unknown,陌生人2,/home/cx/unknown-eval-20260907/陌生人2/4a8edf2f38637e330a8978192ce3b180.jpg,,hb,0.211114,0.500000,unknown_person,true,1,0.8195,/home/cx/face_recognition_baseline/data/face_test_by_person/hb/hb3.jpg
unknown,陌生人2,/home/cx/unknown-eval-20260907/陌生人2/6a180ce59cdfb6a18f027d9c0b88750e.jpg,,nx,0.232726,0.500000,unknown_person,true,1,0.7739,/home/cx/face_recognition_baseline/data/face_test_by_person/nx/nx1.jpg
unknown,陌生人2,/home/cx/unknown-eval-20260907/陌生人2/fbdd6929fbcc7cc308019c9e66aa977d.jpg,,nx,0.242999,0.500000,unknown_person,true,1,0.8027,/home/cx/face_recognition_baseline/data/face_test_by_person/nx/nx1.jpg
unknown,陌生人2,/home/cx/unknown-eval-20260907/陌生人2/ff0be8ad9e18a91f51c58b18af37e533.jpg,,cx,0.143280,0.500000,unknown_person,true,1,0.7718,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx2.jpg
unknown,陌生人2,/home/cx/unknown-eval-20260907/陌生人2/lls1.jpg,,hb,0.152926,0.500000,unknown_person,true,1,0.7063,/home/cx/face_recognition_baseline/data/face_test_by_person/hb/hb3.jpg
unknown,陌生人20,/home/cx/unknown-eval-20260907/陌生人20/1cd70dc79049fbc5018685b1862e8168.jpg,,yjr,0.181313,0.500000,unknown_person,true,1,0.8638,/home/cx/face_recognition_baseline/data/face_test_by_person/yjr/yjr3.jpg
unknown,陌生人20,/home/cx/unknown-eval-20260907/陌生人20/6de091d93bfe4ee216436e70f8d0f156.jpg,,yjr,0.228208,0.500000,unknown_person,true,1,0.7724,/home/cx/face_recognition_baseline/data/face_test_by_person/yjr/yjr3.jpg
unknown,陌生人20,/home/cx/unknown-eval-20260907/陌生人20/930a3ae85ec483d6523450b5c4f90992.jpg,,yjr,0.210577,0.500000,unknown_person,true,1,0.8165,/home/cx/face_recognition_baseline/data/face_test_by_person/yjr/yjr3.jpg
unknown,陌生人20,/home/cx/unknown-eval-20260907/陌生人20/c8128b9cf2ac4673476f04d609842b38.jpg,,yjr,0.182891,0.500000,unknown_person,true,1,0.8651,/home/cx/face_recognition_baseline/data/face_test_by_person/yjr/yjr3.jpg
unknown,陌生人21,/home/cx/unknown-eval-20260907/陌生人21/1c207d346a43fd8ec4d4d9780e9abdec.jpg,,yzh,0.190388,0.500000,unknown_person,true,1,0.8716,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh1.jpg
unknown,陌生人21,/home/cx/unknown-eval-20260907/陌生人21/39358bbfa7e0b12f81ad892f52b794ed.jpg,,yzh,0.221943,0.500000,unknown_person,true,1,0.8176,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh1.jpg
unknown,陌生人21,/home/cx/unknown-eval-20260907/陌生人21/449fc0701599ba5607048c8252009df0.jpg,,yzh,0.290488,0.500000,unknown_person,true,1,0.8849,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh1.jpg
unknown,陌生人21,/home/cx/unknown-eval-20260907/陌生人21/50d9e0cb1dd145768bcb060999dbb688.jpg,,,,0.500000,multiple_faces,false,2,,
unknown,陌生人21,/home/cx/unknown-eval-20260907/陌生人21/6bf299752270d5773dd4900e3d17ae6c.jpg,,yzh,0.307856,0.500000,unknown_person,true,1,0.8583,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh2.jpg
unknown,陌生人21,/home/cx/unknown-eval-20260907/陌生人21/768d493650f04b149a892d2ffbdc0a7c.jpg,,yzh,0.245811,0.500000,unknown_person,true,1,0.8842,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh1.jpg
unknown,陌生人21,/home/cx/unknown-eval-20260907/陌生人21/81ac55534809da4ff2138a6833c63624.jpg,,yzh,0.174675,0.500000,unknown_person,true,1,0.7296,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh1.jpg
unknown,陌生人21,/home/cx/unknown-eval-20260907/陌生人21/951c18a4cd58e1c57ad1a06947a16221.jpg,,yzh,0.223081,0.500000,unknown_person,true,1,0.7333,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh1.jpg
unknown,陌生人21,/home/cx/unknown-eval-20260907/陌生人21/e2d1e646cd473c06258aac03a63ffbc0.jpg,,yzh,0.247590,0.500000,unknown_person,true,1,0.881,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh1.jpg
unknown,陌生人21,/home/cx/unknown-eval-20260907/陌生人21/f4600fb7b952ead7820ac3f41697ccf1.jpg,,,,0.500000,multiple_faces,false,2,,
unknown,陌生人21,/home/cx/unknown-eval-20260907/陌生人21/f657fbb41739f9a2f91a337fb7f462bc.jpg,,yzh,0.242171,0.500000,unknown_person,true,1,0.8073,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh2.jpg
unknown,陌生人22,/home/cx/unknown-eval-20260907/陌生人22/2f2993337f41a693e015710cc805e4bc.jpg,,,,0.500000,multiple_faces,false,2,,
unknown,陌生人22,/home/cx/unknown-eval-20260907/陌生人22/350c7b95f9cf2a5082d8085333fc1ef0.jpg,,zxy,0.080671,0.500000,unknown_person,true,1,0.7786,/home/cx/face_recognition_baseline/data/face_test_by_person/zxy/zxy4.jpg
unknown,陌生人22,/home/cx/unknown-eval-20260907/陌生人22/6687dd750671f6821116e2669b9386be.jpg,,,,0.500000,multiple_faces,false,2,,
unknown,陌生人22,/home/cx/unknown-eval-20260907/陌生人22/8a22e665e9e3d38609f8025d15c04823.jpg,,xzh,0.085879,0.500000,unknown_person,true,1,0.8622,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh1.jpg
unknown,陌生人22,/home/cx/unknown-eval-20260907/陌生人22/962530a56c3fb6e360303707d6ad5bdb.jpg,,xzh,0.136049,0.500000,unknown_person,true,1,0.7317,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh10.jpg
unknown,陌生人23,/home/cx/unknown-eval-20260907/陌生人23/022b062275294965be4c66148a555de8.jpg,,cx,0.144788,0.500000,unknown_person,true,1,0.8661,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx1.jpg
unknown,陌生人23,/home/cx/unknown-eval-20260907/陌生人23/2b1e4cae7b4863f2c660bae4df60a725.jpg,,cx,0.122632,0.500000,unknown_person,true,1,0.8487,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx1.jpg
unknown,陌生人23,/home/cx/unknown-eval-20260907/陌生人23/37d7c5b2e167fcd23e8b2592fc6788e9.jpg,,cx,0.171854,0.500000,unknown_person,true,1,0.8975,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx1.jpg
unknown,陌生人23,/home/cx/unknown-eval-20260907/陌生人23/43f4f2fa79c09671933693e6c2c085c2.jpg,,cx,0.159866,0.500000,unknown_person,true,1,0.827,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx1.jpg
unknown,陌生人23,/home/cx/unknown-eval-20260907/陌生人23/641acb82a4cd85f7542f85ebd8753ece.jpg,,cx,0.120384,0.500000,unknown_person,true,1,0.7455,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx1.jpg
unknown,陌生人23,/home/cx/unknown-eval-20260907/陌生人23/6fdd71ff085bda35ebd2a8c115a13a9e.jpg,,cx,0.146768,0.500000,unknown_person,true,1,0.848,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx1.jpg
unknown,陌生人23,/home/cx/unknown-eval-20260907/陌生人23/e9fb6771e710561f1743fcfb678db23f.jpg,,xzh,0.113234,0.500000,unknown_person,true,1,0.8474,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh11.jpg
unknown,陌生人23,/home/cx/unknown-eval-20260907/陌生人23/f49046346e1fc10e66b071d82a9bbdbc.jpg,,cx,0.156374,0.500000,unknown_person,true,1,0.8637,/home/cx/face_recognition_baseline/data/face_test_by_person/cx/cx1.jpg
unknown,陌生人24,/home/cx/unknown-eval-20260907/陌生人24/1d14fa719778a63348fe85c82d744884.jpg,,xzh,0.242134,0.500000,unknown_person,true,1,0.8157,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh1.jpg
unknown,陌生人24,/home/cx/unknown-eval-20260907/陌生人24/39f1a0eae23292c83e90c0b9e52e938d.jpg,,zr,0.231144,0.500000,unknown_person,true,1,0.8216,/home/cx/face_recognition_baseline/data/face_test_by_person/zr/zr5.jpg
unknown,陌生人24,/home/cx/unknown-eval-20260907/陌生人24/46d80ad5a336e4de42e06b5718a82c9a.jpg,,xzh,0.266633,0.500000,unknown_person,true,1,0.6296,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh1.jpg
unknown,陌生人24,/home/cx/unknown-eval-20260907/陌生人24/4969faa97aa5fe8fcd984d7a5d73111d.jpg,,xzh,0.220627,0.500000,unknown_person,true,1,0.8489,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh1.jpg
unknown,陌生人24,/home/cx/unknown-eval-20260907/陌生人24/5adf97ee84a84cf1856a56e4c34cf6be.jpg,,nx,0.221744,0.500000,unknown_person,true,1,0.8432,/home/cx/face_recognition_baseline/data/face_test_by_person/nx/nx1.jpg
unknown,陌生人24,/home/cx/unknown-eval-20260907/陌生人24/602fbad62cf6617c5d472472b177fba3.jpg,,xzh,0.249233,0.500000,unknown_person,true,1,0.8411,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh1.jpg
unknown,陌生人24,/home/cx/unknown-eval-20260907/陌生人24/876220afa556d87dbea77519f55054fd.jpg,,xzh,0.248703,0.500000,unknown_person,true,1,0.8673,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh1.jpg
unknown,陌生人24,/home/cx/unknown-eval-20260907/陌生人24/c52eb374b76fe81223ddfde6b83b99c7.jpg,,xzh,0.277528,0.500000,unknown_person,true,1,0.8252,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh1.jpg
unknown,陌生人25,/home/cx/unknown-eval-20260907/陌生人25/1b7660eb44efdc036a669f60bd601b4b.jpg,,yzh,0.133566,0.500000,unknown_person,true,1,0.5967,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh3.jpg
unknown,陌生人25,/home/cx/unknown-eval-20260907/陌生人25/47aa28d8a618ddbe97323993c73010aa.jpg,,nx,0.151664,0.500000,unknown_person,true,1,0.901,/home/cx/face_recognition_baseline/data/face_test_by_person/nx/nx1.jpg
unknown,陌生人25,/home/cx/unknown-eval-20260907/陌生人25/852c8fcdd1f5e10b81626064ffad8439.jpg,,zr,0.139480,0.500000,unknown_person,true,1,0.8767,/home/cx/face_recognition_baseline/data/face_test_by_person/zr/zr3.jpg
unknown,陌生人25,/home/cx/unknown-eval-20260907/陌生人25/b4785d91c3d879722e85702a7cd3e7c4.jpg,,xzh,0.184532,0.500000,unknown_person,true,1,0.8029,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh11.jpg
unknown,陌生人25,/home/cx/unknown-eval-20260907/陌生人25/e933e6048b9c0098061709f8cec69a37.jpg,,xzh,0.152670,0.500000,unknown_person,true,1,0.8317,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh11.jpg
unknown,陌生人3,/home/cx/unknown-eval-20260907/陌生人3/7e89ae747f74cda1a6097e02d669c1ff.jpg,,hb,0.285761,0.500000,unknown_person,true,1,0.8854,/home/cx/face_recognition_baseline/data/face_test_by_person/hb/hb3.jpg
unknown,陌生人3,/home/cx/unknown-eval-20260907/陌生人3/cbda3da7fa52073c80bcc6a7019f0cf5.jpg,,hb,0.192844,0.500000,unknown_person,true,1,0.8396,/home/cx/face_recognition_baseline/data/face_test_by_person/hb/hb1.jpg
unknown,陌生人3,/home/cx/unknown-eval-20260907/陌生人3/ff474916ea0eaea3fd211cc2a8716691.jpg,,hb,0.232311,0.500000,unknown_person,true,1,0.8484,/home/cx/face_recognition_baseline/data/face_test_by_person/hb/hb3.jpg
unknown,陌生人4,/home/cx/unknown-eval-20260907/陌生人4/4d59dc5e79ec3f455907dc22f84153e3.jpg,,zr,0.199061,0.500000,unknown_person,true,1,0.7692,/home/cx/face_recognition_baseline/data/face_test_by_person/zr/zr4.jpg
unknown,陌生人4,/home/cx/unknown-eval-20260907/陌生人4/619acd536bdc726e3ec70a2912a29c63.jpg,,zr,0.206732,0.500000,unknown_person,true,1,0.7793,/home/cx/face_recognition_baseline/data/face_test_by_person/zr/zr4.jpg
unknown,陌生人4,/home/cx/unknown-eval-20260907/陌生人4/76ed17beca41566009dd2cbc4eafd478.jpg,,zr,0.193639,0.500000,unknown_person,true,1,0.7945,/home/cx/face_recognition_baseline/data/face_test_by_person/zr/zr4.jpg
unknown,陌生人4,/home/cx/unknown-eval-20260907/陌生人4/a142e313a907a44afb5919d44a46b5bd.jpg,,,,0.500000,no_face,false,0,,
unknown,陌生人4,/home/cx/unknown-eval-20260907/陌生人4/ad40d049244e528ebb8ee47912b5fa78.jpg,,zr,0.191067,0.500000,unknown_person,true,1,0.8231,/home/cx/face_recognition_baseline/data/face_test_by_person/zr/zr4.jpg
unknown,陌生人5,/home/cx/unknown-eval-20260907/陌生人5/1a98068c92118128afee9711b843302c.jpg,,yzh,0.206845,0.500000,unknown_person,true,1,0.8221,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh1.jpg
unknown,陌生人5,/home/cx/unknown-eval-20260907/陌生人5/c9580e5908d7b8f81b16a27f4f962b17.jpg,,yjr,0.203843,0.500000,unknown_person,true,1,0.7193,/home/cx/face_recognition_baseline/data/face_test_by_person/yjr/yjr2.jpg
unknown,陌生人6,/home/cx/unknown-eval-20260907/陌生人6/0aa1019661da2a5c64910b7755635ffc.jpg,,nx,0.190740,0.500000,unknown_person,true,1,0.7524,/home/cx/face_recognition_baseline/data/face_test_by_person/nx/nx1.jpg
unknown,陌生人6,/home/cx/unknown-eval-20260907/陌生人6/152bbd0d0e8882fd504c3debf9443735.jpg,,xzh,0.210422,0.500000,unknown_person,true,1,0.8538,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh1.jpg
unknown,陌生人6,/home/cx/unknown-eval-20260907/陌生人6/18808da8fe15442b8e267492e072e837.jpg,,xzh,0.204085,0.500000,unknown_person,true,1,0.8455,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh1.jpg
unknown,陌生人6,/home/cx/unknown-eval-20260907/陌生人6/bfecf80161fb481069c28dce73e623ad.jpg,,xzh,0.226502,0.500000,unknown_person,true,1,0.8479,/home/cx/face_recognition_baseline/data/face_test_by_person/xzh/xzh1.jpg
unknown,陌生人7,/home/cx/unknown-eval-20260907/陌生人7/3245d376515009f7200a282b501ba2dd.jpg,,nx,0.176806,0.500000,unknown_person,true,1,0.8987,/home/cx/face_recognition_baseline/data/face_test_by_person/nx/nx1.jpg
unknown,陌生人7,/home/cx/unknown-eval-20260907/陌生人7/955a23390030114fd561df6b239c0fb4.jpg,,nx,0.319720,0.500000,unknown_person,true,1,0.7988,/home/cx/face_recognition_baseline/data/face_test_by_person/nx/nx11.jpg
unknown,陌生人7,/home/cx/unknown-eval-20260907/陌生人7/bb7ee15f0506a339e32f70dc75d0718f.jpg,,nx,0.224379,0.500000,unknown_person,true,1,0.8356,/home/cx/face_recognition_baseline/data/face_test_by_person/nx/nx11.jpg
unknown,陌生人7,/home/cx/unknown-eval-20260907/陌生人7/c54be6d97a58b0333a0d91f6b6e7f1df.jpg,,yjr,0.235377,0.500000,unknown_person,true,1,0.7471,/home/cx/face_recognition_baseline/data/face_test_by_person/yjr/yjr1.jpg
unknown,陌生人7,/home/cx/unknown-eval-20260907/陌生人7/cd21b1244b7c1087d66d823a9018c3ec.jpg,,nx,0.270764,0.500000,unknown_person,true,1,0.8578,/home/cx/face_recognition_baseline/data/face_test_by_person/nx/nx1.jpg
unknown,陌生人7,/home/cx/unknown-eval-20260907/陌生人7/cd447625edcfdce54adc8649e02838b4.jpg,,yjr,0.275033,0.500000,unknown_person,true,1,0.8552,/home/cx/face_recognition_baseline/data/face_test_by_person/yjr/yjr1.jpg
unknown,陌生人8,/home/cx/unknown-eval-20260907/陌生人8/8527b263fd920b0505b3c1b281d946a7.jpg,,yzh,0.260845,0.500000,unknown_person,true,1,0.7896,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh2.jpg
unknown,陌生人8,/home/cx/unknown-eval-20260907/陌生人8/cde34f695b3725d7db55b59b137cfbb5.jpg,,yjr,0.229237,0.500000,unknown_person,true,1,0.7881,/home/cx/face_recognition_baseline/data/face_test_by_person/yjr/yjr2.jpg
unknown,陌生人8,/home/cx/unknown-eval-20260907/陌生人8/微信图片_2026-09-05_192719_400.jpg,,yzh,0.249564,0.500000,unknown_person,true,1,0.8629,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh2.jpg
unknown,陌生人8,/home/cx/unknown-eval-20260907/陌生人8/微信图片_2026-09-05_192803_871.jpg,,yzh,0.277066,0.500000,unknown_person,true,1,0.8746,/home/cx/face_recognition_baseline/data/face_test_by_person/yzh/yzh2.jpg
unknown,陌生人9,/home/cx/unknown-eval-20260907/陌生人9/24411dbe475440397ecc893c1d623c89.jpg,,zr,0.189675,0.500000,unknown_person,true,1,0.6929,/home/cx/face_recognition_baseline/data/face_test_by_person/zr/zr5.jpg
unknown,陌生人9,/home/cx/unknown-eval-20260907/陌生人9/3eef763577fd19700bdd7d931f60edf9.jpg,,yjr,0.165787,0.500000,unknown_person,true,1,0.829,/home/cx/face_recognition_baseline/data/face_test_by_person/yjr/yjr1.jpg
unknown,陌生人9,/home/cx/unknown-eval-20260907/陌生人9/821f260206a89232199983983ce18e7e.jpg,,zr,0.186625,0.500000,unknown_person,true,1,0.8293,/home/cx/face_recognition_baseline/data/face_test_by_person/zr/zr5.jpg
unknown,陌生人9,/home/cx/unknown-eval-20260907/陌生人9/c898c31d35ebbe4b2b5069a821c8e8c5.jpg,,,,0.500000,multiple_faces,false,2,,
unknown,陌生人9,/home/cx/unknown-eval-20260907/陌生人9/f4ad90361cf254010b634da9cf2e8ce1.jpg,,yjr,0.191358,0.500000,unknown_person,true,1,0.8117,/home/cx/face_recognition_baseline/data/face_test_by_person/yjr/yjr1.jpg
